"batch","X_unit_id","X_last_judgment_at","any_comments","what_service_gives_better_results","what_service_gives_better_results.confidence","agba","agbb","agfa","agfb","b1a","b1b","b2a","b2b","b3a","b3b","b4a","b4b","b5a","b5b","d1a","d1b","d2a","d2b","d3a","d3b","d4a","d4b","d5a","d5b","dagb","dagf","dndcgb","dndcgf","f1a","f1b","f2a","f2b","f3a","f3b","f4a","f4b","f5a","f5b","id","ndcgba","ndcgbb","ndcgfa","ndcgfb","ov","query"
4,151389006,"4/7/2012 13:54:48","","Service B",1,0.1,0.9,0.078,0.744,0,2,1,2,0,2,0,1,0,2,"b009542","b019890","b010373","e007457","d002545","b008929","b005641","e010841","d001950","e013970",-0.8,-0.666,-0.819972693,-0.675473433265486,18,90,13,70,4,92,2,55,2,65,1756,0.106993132,0.926965825,0.101195724017313,0.776669157282799,0,"b008059"
4,151389007,"4/7/2012 10:19:32","","Service A",1,0.9,0.1,0.82,0.19,1,0,2,0,2,0,2,0,2,1,"d002770","e002773","d003062","e008252","d000562","e009250","d016912","b018038","d008753","d018434",0.8,0.63,0.764817358,0.653886519205728,70,5,80,5,85,5,90,5,85,75,1757,0.830419897,0.065602539,0.795730073464367,0.141843554258639,0,"d017784"
4,151389008,"4/7/2012 11:47:46","","They are both equally good",1,0,0.8,0.002,0.588,0,2,0,2,0,2,0,2,0,0,"f007206","f014605","b000153","f001994","a005105","b014081","f015197","a006605","a005830","b008115",-0.8,-0.586,-0.868794922,-0.646924751819886,1,81,0,70,0,72,0,71,0,0,1758,0,0.868794922,0.00339160205273616,0.650316353872622,0,"a005589"
4,151389009,"4/7/2012 12:19:04","","They are both equally good",1,0.9,0.1,0.788,0.146,2,0,2,0,1,0,2,0,2,1,"b011722","b005084","a009012","e008927","a008846","b017369","b008189","a002215","b019543","a004617",0.8,0.642,0.84960741,0.694388462576345,77,0,97,0,63,0,87,29,70,44,1759,0.915209949,0.065602539,0.79447851813616,0.100090055559815,0,"b009504"
4,151389010,"4/7/2012 10:44:13","","Service B",1,0,0.8,0.188,0.648,0,2,0,2,0,0,0,2,0,2,"a002519","a005788","a005145","a003089","b013726","a002519","a009557","f011014","a006408","f002127",-0.8,-0.46,-0.830419897,-0.489359341081657,16,77,11,74,13,16,30,80,24,77,1760,0,0.830419897,0.175159258863136,0.664518599944793,1,"a007506"
4,151389011,"4/7/2012 10:15:38","","Service A",1,0.8,0,0.712,0.086,2,0,2,0,2,0,1,0,1,0,"e016934","d005887","e004177","b005228","e013433","b013065","e002063","b016974","e002700","d008959",0.8,0.626,0.861363286,0.669309281016383,80,0,73,0,80,16,64,15,59,12,1761,0.861363286,0,0.734096959216159,0.0647876781997763,0,"e004616"
4,151389012,"4/7/2012 11:02:20","","Service B",1,0.2,1,0.23,0.82,0,2,1,2,0,2,1,2,0,2,"d019948","b012902","f013385","f001490","b001647","a003576","a008535","f005791","d016624","f006509",-0.8,-0.59,-0.819972693,-0.600864393577914,0,80,55,75,25,90,35,75,0,90,1762,0.180027307,1,0.21121139370814,0.812075787286054,0,"a005135"
4,151389013,"4/7/2012 16:29:33","","They are both equally good",1,0.8,0,0.728,0.232,2,0,1,0,2,0,1,0,2,0,"b004620","a006408","f009807","a009523","b014932","a002519","a008708","a002559","a000375","a002697",0.8,0.496,0.819972693,0.48992603269616,76,24,67,35,80,16,59,23,82,18,1763,0.819972693,0,0.730565125456846,0.240639092760686,0,"a007506"
4,151389014,"4/7/2012 11:37:46","","Service B",1,0,0.8,0.07,0.6,0,2,0,1,0,2,0,1,0,2,"a004127","a005654","d019948","a008535","e019474","b003473","d016099","a005684","a007185","f006509",-0.8,-0.53,-0.819972693,-0.510790346462639,20,70,0,35,5,70,0,35,10,90,1764,0,0.819972693,0.0894315539377979,0.600221900400437,0,"a005135"
4,151389015,"4/7/2012 12:22:21","","They are both equally bad",1,0.9,0.1,0.67,0.25,2,0,2,1,2,0,2,0,1,0,"e015439","d009318","e003475","b002588","e015843","d011939","b003486","d018848","e005870","e006472",0.8,0.42,0.827404329,0.442544258323064,70,15,75,50,75,15,70,10,45,35,1765,0.934397461,0.106993132,0.686377048990482,0.243832790667418,0,"e019738"
4,151389016,"4/7/2012 12:03:38","","They are both equally good",1,0.2,1,0.34,0.82,0,2,1,2,0,2,0,2,1,2,"d012986","b011380","b008875","b006402","e015312","b019746","b015391","b011376","b007806","b009322",-0.8,-0.48,-0.827404329,-0.52480326194325,5,80,65,85,5,85,35,80,60,80,1766,0.172595671,1,0.294375056425317,0.819178318368567,0,"b005963"
4,151389017,"4/7/2012 12:30:10","","Service A",1,0.8,0,0.778,0.06,2,0,1,0,2,0,1,0,2,0,"d008942","d006480","d000628","e006763","d012170","e005737","d017593","e000419","d000701","f015609",0.8,0.718,0.819972693,0.68303200232048,80,19,52,0,93,10,70,1,94,0,1767,0.819972693,0,0.765891135084575,0.082859132764095,0,"d008986"
4,151389018,"4/7/2012 10:37:08","","They are both equally bad",1,0.1,0.9,0.2,0.766,0,2,0,2,0,2,0,1,1,2,"d011457","e006930","d000523","e007640","d009067","e006169","d019285","e002821","e004399","e000025",-0.8,-0.566,-0.861363286,-0.604822011660786,11,77,8,80,8,83,11,64,62,79,1768,0.065602539,0.926965825,0.165407598510154,0.77022961017094,0,"e010715"
4,151389019,"4/7/2012 10:39:57","","Service A",1,1,0.2,0.738,0.234,2,0,2,1,2,0,2,0,2,1,"a003180","b004526","a006536","b007077","a000649","a009161","b003052","e006719","b018932","a001185",0.8,0.504,0.827404329,0.468305826212354,63,20,63,55,84,10,89,0,70,32,1769,1,0.172595671,0.712773947938698,0.244468121726344,0,"a002853"
4,151389020,"4/7/2012 12:24:43","","Service B",1,0,0.8,0.236,0.634,0,1,0,1,0,2,0,2,0,2,"e014252","b009229","e011211","b002180","b010204","e006467","b006906","b005641","e004884","e006019",-0.8,-0.398,-0.723426765,-0.328989915067515,22,34,34,41,20,92,15,79,27,71,1770,0,0.723426765,0.238622219102035,0.56761213416955,0,"e010700"
4,151389021,"4/7/2012 11:00:52","","Service A",1,0.8,0,0.674,0.088,1,0,2,0,1,0,2,0,2,0,"b016463","b015365","b002995","d003331","f003296","e007615","a000811","e007941","b002842","b018564",0.8,0.586,0.745629846,0.562208313434987,68,24,78,1,34,2,70,1,87,16,1771,0.745629846,0,0.671591723301138,0.109383409866151,0,"f007939"
4,151389022,"4/7/2012 12:08:58","","Service B",1,0.2,1,0.23,0.756,1,2,0,2,0,2,0,2,1,2,"a004237","d007370","a007441","d013422","e018585","d000013","e003544","d007391","d004936","d017169",-0.8,-0.526,-0.764817359,-0.548567512852395,22,78,0,69,22,81,22,71,49,79,1772,0.235182641,1,0.208348392686736,0.756915905539131,0,"d019573"
4,151389023,"4/7/2012 11:01:30","","They are both equally bad",1,1,0.2,0.73,0.322,2,0,2,1,2,1,2,0,2,0,"e019439","b010853","b003438","a003376","a007776","a000354","a005601","f008240","b019940","f001351",0.8,0.408,0.808216816,0.409395133778035,72,27,68,28,79,58,70,23,76,25,1773,1,0.191783184,0.725637992698836,0.316242858920801,0,"f019182"
4,151389024,"4/7/2012 10:43:14","","Service B",1,0.1,0.9,0.164,0.74,0,2,0,2,0,1,1,2,0,2,"b018710","f003476","b010842","f006509","a005214","a006106","b007101","b012902","d004770","a005654",-0.8,-0.576,-0.842175774,-0.592948961117319,20,80,2,90,20,50,40,80,0,70,1774,0.073034175,0.915209949,0.164455126813858,0.757404087931177,0,"a005135"
4,151389025,"4/7/2012 12:18:01","","Service A",1,0.9,0.1,0.73,0.21,2,1,2,0,1,0,2,0,2,0,"e006540","b012666","e004037","b007811","b015592","b009281","e016609","b003334","e010314","b018203",0.8,0.52,0.745629846,0.495891580393836,80,40,85,20,40,15,75,20,85,10,1775,0.915209949,0.169580103,0.742124108565485,0.246232528171649,0,"a006733"
4,151389026,"4/7/2012 11:55:57","","They are both equally good",1,0.2,1,0.236,0.706,0,2,0,2,0,2,2,2,0,2,"d009698","e010001","e016980","e006065","e014853","e015614","b009158","b009158","e000597","b014238",-0.8,-0.47,-0.85393165,-0.519527874183519,4,68,5,72,16,75,65,65,28,73,1776,0.14606835,1,0.183080386970775,0.702608261154294,1,"e019603"
4,151389027,"4/7/2012 10:38:39","","Service B",1,0.8,0,0.73,0.14,2,0,2,0,2,0,1,0,1,0,"e012747","e001823","e015354","e009811","e011329","e015330","e008698","e003818","e011044","b004296",0.8,0.59,0.861363286,0.631756560361903,90,10,75,20,90,20,55,15,55,5,1777,0.861363286,0,0.770856360715555,0.139099800353652,0,"e012576"
4,151389028,"4/7/2012 10:15:03","","Service B",1,0,0.8,0.244,0.784,0,2,0,2,0,2,0,1,0,1,"b017742","d009115","e011637","d011911","e001794","d010580","b000790","d004044","b004870","d014384",-0.8,-0.54,-0.861363286,-0.555935883319029,31,90,29,87,25,91,28,66,9,58,1778,0,0.861363286,0.262298300999105,0.818234184318134,0,"d014514"
4,151389029,"4/7/2012 12:37:27","","They are both equally good",1,0.9,0.1,0.69,0.37,2,1,1,0,2,0,2,0,2,0,"e015843","e006523","e003352","a005145","e002663","e016830","e008927","a000667","e000513","e006734",0.8,0.32,0.723426765,0.294786023438227,75,60,60,20,75,35,70,35,65,35,1779,0.893006868,0.169580103,0.697478135046452,0.402692111608225,0,"e019738"
4,151389030,"4/7/2012 11:10:28","","They are both equally bad",1,0,0.8,0.142,0.678,0,2,0,1,0,2,0,1,0,2,"a005166","e002664","b011259","b013634","b011873","e002965","e010395","b004739","b001287","e015187",-0.8,-0.536,-0.819972693,-0.566760629315314,6,88,17,37,22,92,22,30,4,92,1780,0,0.819972693,0.131418139967274,0.698178769282588,0,"e010314"
4,151389031,"4/7/2012 12:15:26","","They are both equally bad",1,0.8,0,0.702,0.03,2,0,1,0,1,0,2,0,2,0,"a008115","a007694","a002697","a003658","b017505","b010446","e015008","f005918","a000460","b009881",0.8,0.672,0.808216816,0.659599690995724,77,7,53,0,45,0,89,8,87,0,1781,0.808216816,0,0.695026373352294,0.0354266823565697,0,"a009161"
4,151389032,"4/7/2012 11:24:58","","Service B",1,0,0.8,0.086,0.69,0,1,0,2,0,1,0,2,0,2,"b005228","e003777","d008959","e004004","b016974","e017361","d005887","e019436","b013065","e010658",-0.8,-0.604,-0.745629846,-0.600720749593575,0,59,12,79,15,53,0,79,16,75,1782,0,0.745629846,0.0721081795656393,0.672828929159214,0,"e004616"
4,151389033,"4/7/2012 10:38:09","","They are both equally bad",1,0.9,0.1,0.64,0.142,2,1,1,0,2,0,2,0,2,0,"e000004","b001646","e013965","d000608","e012868","b015359","e014798","e000976","e003495","d009097",0.8,0.498,0.723426765,0.46967995924548,79,35,27,5,68,3,73,17,73,11,1783,0.893006868,0.169580103,0.643436925406694,0.173756966161214,0,"e012145"
4,151389034,"4/7/2012 10:32:14","","They are both equally bad",1,0,0.8,0.16,0.714,0,2,0,0,0,2,0,2,0,2,"a003420","a004607","e003167","e016256","b017742","b007038","e014774","a001440","a001127","b007399",-0.8,-0.554,-0.786013735,-0.539220473091925,26,91,14,13,8,85,11,91,21,77,1784,0,0.786013735,0.175326723405208,0.714547196497133,0,"a007204"
4,151389035,"4/7/2012 14:11:22","","They are both equally good",1,0.8,0,0.62,0.09,2,0,2,0,2,0,0,0,2,0,"b013379","b004878","b002208","e016619","b004588","a009452","b002946","b003160","b008939","b007039",0.8,0.53,0.85393165,0.601952062410642,80,0,75,0,75,0,0,20,80,25,1785,0.85393165,0,0.663967001757269,0.0620149393466268,0,"b000979"
4,151389036,"4/7/2012 11:50:44","","Service B",1,0.2,1,0.294,0.7,0,2,0,2,1,2,1,2,0,2,"e014245","d011915","b005170","d011384","d005923","d001801","d010718","d005671","e019653","d003277",-0.8,-0.406,-0.842175774,-0.428582569230607,16,69,15,69,63,72,46,72,7,68,1786,0.157824226,1,0.269574833568656,0.698157402799263,0,"d012214"
4,151389037,"4/7/2012 11:27:20","","Service A",1,1,0.2,0.8,0.388,2,0,2,0,2,0,2,0,2,2,"e011055","e009927","e007712","d006293","e000542","e013184","e006865","b014942","e013391","e000724",0.8,0.412,0.868794922,0.440742733969113,79,33,85,32,79,17,81,33,76,79,1787,1,0.131205078,0.801824390555556,0.361081656586443,0,"e004656"
4,151389038,"4/7/2012 10:30:58","","Service B",1,0.2,1,0.274,0.65,0,2,0,2,0,2,1,2,1,2,"a005893","a007868","d003331","a003875","e009149","a005930","b010445","a006897","b012031","a005176",-0.8,-0.376,-0.861363286,-0.398085819696307,26,63,0,69,28,62,40,69,43,62,1788,0.138636714,1,0.250509605376836,0.648595425073143,0,"a008101"
4,151389039,"4/7/2012 15:56:58","","Service A",1,0.8,0,0.706,0.102,2,0,2,0,2,0,2,0,0,0,"d012155","e001359","d004113","e018734","d017379","a007227","d005186","e007242","e014478","e013684",0.8,0.604,0.868794922,0.651517582957137,87,13,75,5,88,5,97,19,6,9,1789,0.868794922,0,0.754348171457499,0.102830588500362,0,"d012347"
4,151389040,"4/7/2012 12:15:55","","Service B",1,0.1,0.9,0.12,0.686,0,2,0,2,1,2,0,1,0,2,"b009209","a000243","b009262","a001629","b012493","a004069","b014898","b015831","a003658","a007694",-0.8,-0.566,-0.842175774,-0.588882889470894,6,75,9,70,30,69,5,63,10,66,1790,0.084790051,0.926965825,0.110906332176936,0.69978922164783,0,"a000184"
4,151389041,"4/7/2012 16:28:50","","Service A",1,0.9,0.1,0.608,0.268,1,0,2,0,2,0,2,0,2,1,"e003965","b019321","d000798","b011661","d005108","b007467","d011968","e014992","d000665","d000556",0.8,0.34,0.764817358,0.335625477487838,39,14,68,22,64,22,63,20,70,56,1791,0.830419897,0.065602539,0.570181020423291,0.234555542935453,0,"d013474"
4,151389042,"4/7/2012 11:44:08","","Service B",1,0.2,1,0.314,0.73,0,2,0,2,0,2,2,2,0,2,"d008419","e019439","b007022","b003438","f001351","a007776","a007776","a005601","b019126","b019940",-0.8,-0.416,-0.85393165,-0.441838683524222,18,72,23,68,25,79,79,70,12,76,1792,0.14606835,1,0.283799309174614,0.725637992698836,1,"f019182"
4,151389043,"4/7/2012 10:57:48","","Service A",1,1,0.2,0.706,0.16,2,0,2,1,2,1,2,0,2,0,"e010001","d019831","e006065","b016617","e015614","e008783","b009158","e003480","b014238","e018632",0.8,0.546,0.808216816,0.517821698856574,68,22,72,28,75,28,65,1,73,1,1793,1,0.191783184,0.702608261154294,0.18478656229772,0,"e019603"
4,151389044,"4/7/2012 12:59:07","","Service B",1,0.1,0.9,0.212,0.76,0,2,0,1,0,2,1,2,0,2,"e002965","e002021","f005072","e001388","e018222","e013661","e001388","e005678","d005530","e004944",-0.8,-0.548,-0.819972693,-0.555383714169584,11,74,15,53,12,89,53,79,15,85,1794,0.073034175,0.893006868,0.18685216165018,0.742235875819764,1,"e006591"
4,151389045,"4/7/2012 10:29:44","","Service A",1,0.9,0.1,0.752,0.202,2,0,2,1,2,0,2,0,1,0,"a004471","b009263","b013915","b001202","b007288","a003406","b008189","a005974","a008846","b007704",0.8,0.55,0.827404329,0.576656180733943,80,0,69,42,77,28,87,31,63,0,1795,0.934397461,0.106993132,0.75929402911199,0.182637848378047,0,"b009504"
4,151389046,"4/7/2012 11:37:08","","Service B",1,0.2,1,0.286,0.74,0,2,1,2,0,2,1,2,0,2,"d008959","e009287","e005447","e017028","d005887","e000956","e017361","e010658","b013065","e002821",-0.8,-0.454,-0.819972693,-0.475596151862904,12,78,62,75,0,69,53,75,16,73,1796,0.180027307,1,0.27177974658685,0.747375898449754,0,"e004616"
4,151389047,"4/7/2012 10:28:14","","Service A",1,0.8,0,0.658,0.126,0,0,2,0,2,0,2,0,2,0,"d011327","d011457","e001639","d012008","e012747","d019285","e006930","d017875","e006169","d005628",0.8,0.532,0.660839795,0.440441956603827,9,11,79,8,81,11,77,10,83,23,1797,0.660839795,0,0.558306294464845,0.117864337861018,0,"e010715"
4,151389048,"4/7/2012 14:45:17","","Service B",1,0,0.8,0.204,0.724,0,0,0,2,0,2,0,2,0,2,"e007235","e006415","b018405","e008435","e003818","e010177","a003073","e003615","e016345","e005600",-0.8,-0.52,-0.660839795,-0.451511870914756,12,32,34,71,12,82,13,89,31,88,1798,0,0.660839795,0.193466626467368,0.644978497382124,0,"e000004"
4,151389049,"4/7/2012 10:48:21","","They are both equally bad",1,0.9,0.1,0.746,0.222,2,0,2,0,1,1,2,0,2,0,"a005601","b001721","b019940","b006267","b019412","b004439","f009119","e012234","b012580","b000996",0.8,0.524,0.830419898,0.53991543347879,70,3,76,15,54,65,82,11,91,17,1799,0.915209949,0.084790051,0.730787627720899,0.190872194242109,0,"f019182"
4,151389050,"4/7/2012 10:34:33","","Service B",1,0.1,0.9,0.164,0.634,0,2,0,1,1,2,0,2,0,2,"a003658","a004756","b016317","a000154","b014745","a004302","b004509","a001629","b008038","a004069",-0.8,-0.47,-0.808216817,-0.468958854869597,10,66,6,38,50,74,13,70,3,69,1800,0.084790051,0.893006868,0.154470285534759,0.623429140404356,0,"a000184"
4,151389051,"4/7/2012 10:58:28","","Service A",1,0.9,0,0.764,0.244,2,0,2,0,1,0,2,0,2,0,"e006734","e003476","e003874","b007387","e010194","d013920","e000426","e009927","e006482","b005951",0.9,0.52,0.915209949,0.524479047836455,76,26,82,13,65,26,82,33,77,24,1951,0.915209949,0,0.764261516359709,0.239782468523254,0,"e004656"
4,151389052,"4/7/2012 10:36:00","","They are both equally good",1,0,0.9,0.192,0.736,0,2,0,2,0,2,0,2,0,1,"b007565","b006433","a006640","b017552","b004583","b019571","a002403","f009931","e002071","b015257",-0.9,-0.544,-0.934397461,-0.578332654633473,18,91,20,67,25,90,29,68,4,52,1952,0,0.934397461,0.193849140110237,0.77218179474371,0,"b007455"
4,151389053,"4/7/2012 11:17:46","","Service A",1,1,0.1,0.86,0.15,2,0,2,0,2,0,2,1,2,0,"a007806","a009830","f001497","a009434","a000970","a002038","a007407","b001064","a002668","b008465",0.9,0.71,0.926965825,0.742367488874195,80,0,85,0,100,0,75,65,90,10,1953,1,0.073034175,0.850432424023188,0.108064935148993,0,"f003218"
4,151389054,"4/7/2012 10:42:18","","Service B",1,0.1,1,0.25,0.77,0,2,0,2,1,2,0,2,0,2,"e014398","b000928","a003625","b004211","f014738","b008704","f003296","b004052","e005263","b006935",-0.9,-0.52,-0.915209949,-0.560187687233774,5,75,10,80,50,75,35,75,25,80,1954,0.084790051,1,0.20707187987857,0.767259567112344,0,"b017586"
4,151389055,"4/7/2012 11:38:29","","Service A",1,1,0.1,0.812,0.066,2,0,2,0,2,1,2,0,2,0,"d013010","a007227","d004163","d006994","d005606","d010932","d010508","e009379","d009813","b013694",0.9,0.746,0.915209949,0.740576317378634,75,0,78,0,78,33,90,0,85,0,1955,1,0.084790051,0.796537751248781,0.0559614338701467,0,"d018721"
4,151389056,"4/7/2012 11:40:08","","Service B",1,0.1,1,0.124,0.82,0,2,0,2,1,2,0,2,0,2,"b018998","a007595","f008982","a005413","a005864","a000785","b010446","e002580","b009160","e015008",-0.9,-0.696,-0.915209949,-0.723202880651401,0,84,0,82,47,81,0,74,15,89,1956,0.084790051,1,0.0993834098661511,0.822586290517552,0,"a009161"
4,151389057,"4/7/2012 11:09:47","","Service A",1,1,0.1,0.732,0.214,2,0,2,0,2,1,2,0,2,0,"b004505","a006338","a008294","e019213","a000920","b007729","a000277","e001748","a000268","e016725",0.9,0.518,0.915209949,0.535262297841206,73,12,75,15,78,50,71,16,69,14,1957,1,0.084790051,0.734589160329184,0.199326862487978,0,"b018710"
4,151389058,"4/7/2012 12:16:32","","They are both equally good",1,0,0.9,0,0.63,0,2,0,2,0,2,0,2,0,1,"f006509","f000673","f003305","a007407","a003284","f014605","b000106","a005952","a004304","a003089",-0.9,-0.63,-0.934397461,-0.650551903337768,0,70,0,61,0,81,0,68,0,35,1958,0,0.934397461,0,0.650551903337768,0,"a005589"
4,151389059,"4/7/2012 13:08:43","","Service A",1,1,0.1,0.84,0.19,2,0,2,1,2,0,2,0,2,0,"d003062","e007672","d005658","d002962","d004099","e019117","d014334","e002773","d002016","b018038",0.9,0.65,0.893006868,0.628168495034901,80,10,85,70,90,5,80,5,85,5,1959,1,0.106993132,0.834217577376025,0.206049082341124,0,"d017784"
4,151389060,"4/7/2012 10:25:52","","Service B",1,0.1,1,0.288,0.742,0,2,0,2,0,2,1,2,0,2,"e000588","a006844","e006986","a004683","e001748","a000277","a005875","a000920","b013293","a007745",-0.9,-0.454,-0.926965825,-0.476748475389285,22,73,14,74,16,71,64,78,28,75,1960,0.073034175,1,0.261927304247707,0.738675779636992,0,"b018710"
4,151389061,"4/7/2012 10:40:30","","Service A",1,0.9,0,0.658,0.052,2,0,1,0,2,0,2,0,2,0,"b014238","e001805","b005076","d013627","e010001","e003480","e006065","e010554","e015614","b012294",0.9,0.606,0.893006868,0.594373901918175,73,11,41,1,68,1,72,11,75,2,1961,0.893006868,0,0.654208808204931,0.0598349062867557,0,"e019603"
4,151389062,"4/7/2012 11:16:03","","Service A",1,0.1,1,0.166,0.684,0,2,0,2,0,2,1,2,0,2,"b004509","a004069","d012279","a001629","a004734","a000616","a005293","a009022","b009209","a009389",-0.9,-0.518,-0.926965825,-0.537874082408409,13,69,4,70,2,68,58,69,6,66,1962,0.073034175,1,0.148633826887198,0.686507909295607,0,"a000184"
4,151389063,"4/7/2012 11:31:21","","Service A",1,0.9,0,0.762,0.04,1,0,2,0,2,0,2,0,2,0,"b015566","e008301","b014018","d019213","b004765","d018908","b010813","d005275","b013065","b008604",0.9,0.722,0.830419897,0.708125810611248,61,0,82,0,78,0,76,10,84,10,1963,0.830419897,0,0.735853153346753,0.0277273427355048,0,"b016165"
4,151389064,"4/7/2012 12:40:20","","Service B",1,0.1,1,0.264,0.884,0,2,0,2,0,2,0,2,1,2,"d011848","e003526","e018585","e002618","e000829","e014052","d000702","e005831","b009746","e003932",-0.9,-0.62,-0.934397461,-0.67149122315525,0,88,28,85,33,89,0,88,71,92,1964,0.065602539,1,0.209033193029577,0.880524416184827,0,"e012084"
4,151389065,"4/7/2012 10:42:03","","Service A",1,1,0.1,0.748,0.224,2,0,2,0,2,1,2,0,2,0,"d004099","d006408","d011602","b009071","d016017","d011306","d001793","d012138","d018100","d013596",0.9,0.524,0.915209949,0.527956602703734,73,22,78,8,78,49,73,12,72,21,1965,1,0.084790051,0.747866267593444,0.21990966488971,0,"d014776"
4,151389066,"4/7/2012 11:35:52","","Service B",1,0.1,1,0.194,0.74,0,2,0,2,1,2,0,2,0,2,"b018313","a008296","b004913","a009223","b009193","a007691","a006338","a003840","e006437","b005569",-0.9,-0.546,-0.915209949,-0.565629491629218,2,75,25,75,60,70,5,75,5,75,1966,0.084790051,1,0.175891503238942,0.74152099486816,0,"b001529"
4,151389067,"4/7/2012 12:20:00","","Service A",1,1,0.1,0.74,0.19,2,0,2,0,2,0,2,0,2,1,"a008296","b002586","a009223","e006437","a007691","b014618","a003840","a006865","b005569","a008028",0.9,0.55,0.934397461,0.563160341699846,75,20,75,5,70,15,75,15,75,40,1967,1,0.065602539,0.74152099486816,0.178360653168314,0,"b001529"
4,151389068,"4/7/2012 12:11:02","","Service B",1,0.1,1,0.194,0.758,0,2,0,2,0,2,1,2,0,2,"e006980","e000004","d003999","e003495","b014327","e012868","e006415","e014798","e019653","e018796",-0.9,-0.564,-0.926965825,-0.571747459351728,17,79,11,73,24,68,42,73,3,86,1968,0.073034175,1,0.187179807909454,0.758927267261182,0,"e012145"
4,151389069,"4/7/2012 11:02:56","","Service A",1,0.9,0,0.664,0.168,1,0,2,0,2,0,2,0,2,0,"d000494","d014060","d018100","d013596","d004099","e003097","d016017","d005018","d005272","d017569",0.9,0.496,0.830419897,0.431498578555416,33,19,72,21,73,6,78,17,76,21,1969,0.830419897,0,0.603435625060714,0.171937046505298,0,"d014776"
4,151389070,"4/7/2012 10:37:07","","Service B",1,0.1,1,0.222,0.826,0,2,1,2,0,2,0,2,0,2,"b008726","b011753","b001644","a001681","b006236","b010227","b003438","a005105","b017808","a006516",-0.9,-0.604,-0.893006868,-0.623037248445403,5,88,56,75,9,86,16,76,25,88,1970,0.106993132,1,0.208224733105248,0.831261981550651,0,"a000369"
4,151389071,"4/7/2012 10:27:23","","Service A",1,1,0.1,0.82,0.21,2,0,2,0,2,0,2,1,2,0,"e017102","b016463","e006058","b017501","e011935","b010488","e000166","e000763","e016876","b010617",0.9,0.61,0.926965825,0.641140236039731,85,10,85,15,70,15,90,50,80,15,1971,1,0.073034175,0.825306148220998,0.184165912181267,0,"a006733"
4,151389072,"4/7/2012 10:24:01","","They are both equally bad",1,0,0.9,0.066,0.834,0,1,0,2,0,2,0,2,0,2,"b002195","b002626","a008309","b017501","e004373","b011515","b005837","b016472","b007884","b005034",-0.9,-0.768,-0.830419897,-0.718557700354541,7,54,6,90,0,95,20,94,0,84,1972,0,0.830419897,0.0657940602217661,0.784351760576307,0,"b008990"
4,151389073,"4/7/2012 15:10:42","","Service A",1,1,0.1,0.688,0.234,2,0,2,0,2,1,2,0,2,0,"b000641","a000375","b005186","d017569","b014018","b000856","f000551","d001436","b004765","e007242",0.9,0.454,0.915209949,0.459658443077199,68,22,72,13,67,42,69,17,68,23,1973,1,0.084790051,0.688324333061441,0.228665889984242,0,"b019928"
4,151389074,"4/7/2012 11:15:33","","They are both equally good",1,0,0.9,0.132,0.718,0,2,0,2,0,2,0,2,0,1,"e000588","a007806","b012545","b001253","b006717","b006254","b006048","b004870","b005721","b008235",-0.9,-0.586,-0.934397461,-0.609261139234535,7,70,21,87,0,87,29,68,9,47,1974,0,0.934397461,0.1228466083939,0.732107747628435,0,"b016602"
4,151389075,"4/7/2012 11:07:46","","Service A",1,0.9,0,0.8,0.09,1,0,2,0,2,0,2,0,2,0,"d018580","e003145","d014205","e007672","d011703","e019117","d016887","e013469","d010810","e008252",0.9,0.71,0.830419897,0.651717853397605,55,15,85,10,80,5,90,10,90,5,1975,0.830419897,0,0.753636604653828,0.101918751256223,0,"d017784"
4,151389076,"4/7/2012 10:59:16","","Service A",1,0,0.9,0.05,0.854,0,2,0,2,0,1,0,2,0,2,"e003475","d013373","e005442","d001556","e003589","d007638","e010865","d003879","e000976","d010905",-0.9,-0.804,-0.915209949,-0.804456986306022,3,83,4,91,0,72,16,90,2,91,1976,0,0.915209949,0.0447292942726695,0.849186280578691,0,"d017427"
4,151389077,"4/7/2012 10:22:37","","Service A",1,0.9,0,0.854,0.048,2,0,1,0,2,0,2,0,2,0,"d016699","e013307","d008533","e003475","d003725","e007763","d010905","e005442","d017282","e004004",0.9,0.806,0.893006868,0.812466792839341,95,5,66,3,91,9,91,4,84,3,1977,0.893006868,0,0.860885486601449,0.0484186937621079,0,"d017427"
4,151389078,"4/7/2012 10:33:13","","Service B",1,0.1,1,0.234,0.7,0,2,0,2,1,2,0,2,0,2,"a000375","b014018","d017569","b018309","b000856","f000551","d001436","b007329","e007242","b000641",-0.9,-0.466,-0.915209949,-0.471036935462843,22,67,13,78,42,69,17,68,23,68,1978,0.084790051,1,0.228665889984242,0.699702825447085,0,"b019928"
4,151389079,"4/7/2012 10:19:41","","Service A",1,1,0.1,0.706,0.234,2,0,2,0,2,0,2,1,2,0,"d001033","e003075","d007955","e013842","d001801","b005361","d007985","d006596","d017014","b005170",0.9,0.472,0.926965825,0.491542815819945,73,21,67,9,72,8,72,64,69,15,1979,1,0.073034175,0.70875613649064,0.217213320670695,0,"d012214"
4,151389080,"4/7/2012 11:52:01","","Service B",1,0.1,1,0.172,0.774,1,2,0,2,0,2,0,2,0,2,"b004637","b008816","b004672","b007288","b005084","b019543","a007196","b013915","a001789","a009012",-0.9,-0.602,-0.830419897,-0.535298447242952,55,74,0,77,0,70,0,69,31,97,1980,0.169580103,1,0.227211686929315,0.762510134172267,0,"b009504"
